assertion_id,rule,side,事件,结论,依据,经典原文
yg_201,年大运,bazi,凶事,大运干合流年干——天干五合引动，合作变化之年,大运流年天干五合主合作变化,《三命通会》岁运引动
yg_202,年大运,bazi,凶事,大运支冲流年支——地支冲引动，重大变动之年,大运流年地支相冲主重大变动,《三命通会》岁运引动
yg_203,年大运,bazi,凶事,大运伏吟流年——伏吟主呻吟，内心焦虑压抑,伏吟主呻吟，内心焦虑,《三命通会》伏吟反吟
ys_209,年旺衰,bazi,流年事业新,日主逢长生——新生起步之年（事业/学业新起点，精力旺宜开拓）,日主流年临长生主新生、起步（《渊海子平》十二长生：长生主生发；身旺任事）,《渊海子平》十二长生
ys_210,年旺衰,bazi,流年事业进,日主逢帝旺——身旺气足之年（行动力强，事业进取/担当重任）,日主流年临帝旺主旺极宜进（《渊海子平》十二长生：帝旺主旺盛；旺极宜进不宜退）,《渊海子平》十二长生
yj_206,年旺衰,bazi,流年日主弱,流年日主入墓——气收身弱年（健康/运势收敛）,本命 chang_sheng 表流年支落态 → 日主流年入墓 → 气收（《渊海子平》墓库论）,日主流年入墓 → 气收（《渊海子平》墓库论）
yj_207,年旺衰,bazi,流年日主弱,流年日主临绝——气衰年（体弱/运势低谷候选）,本命 chang_sheng 表流年支落态 → 日主流年临绝 → 气衰（《三命通会》绝主衰）,日主流年临绝 → 气衰（《三命通会》绝主衰）
yj_208,年旺衰,bazi,流年日主弱,流年日主临病——体弱/小恙候选,本命 chang_sheng 表流年支落态 → 日主流年临病 → 病态（十二长生病主弱）,日主流年临病 → 病态（十二长生病主弱）
ys_101,年用神,bazi,流年事业阻,忌神透干之年——事业受阻/压力,流年忌神透干 → 忌神攻身，事业多阻（《子平真诠》忌神攻身）,《子平真诠》忌神攻身
ys_208,年用神,bazi,流年事业阻,流年支为忌神——地支方向压力（下半年/家宅合作多阻，忌神攻身之年）,流年支忌神攻身（《子平真诠》忌神攻身；与流年干忌神 ys_101 同构——干主外显、支主内实）,《子平真诠》忌神攻身
yx_101,年用神,bazi,流年学业阻,忌神透干之年——学业受阻,流年忌神透干 → 忌神攻身，学业不顺（《子平真诠》忌神攻身）,《子平真诠》忌神攻身
ycai_102,年用神,bazi,流年破财,忌神攻财——破财/投资失利候选,流年忌神透干 → 忌神攻身破财（《子平真诠》忌神攻身）,《子平真诠》忌神攻身
yj_101,年用神,bazi,流年健康凶,忌神透干——健康压力候选（病灾须紫微疾厄/福德宫化忌确认，忌神年可能仅是非/破财）,流年忌神透干 → 忌神攻身之年（健康/破财/是非混杂，《子平真诠》忌神攻身）；健康凶年须与紫微疾厄忌/福德忌同现才定（2026 根因：yj_101 过宽误报）,《子平真诠》忌神攻身（须疾厄/福德确认）
ying_113,年用神,bazi,凶事,凶事年（忌神透干：健康/破财/是非）,流年干为忌神五行 → 忌神攻身之年（0001 1996 丙火忌神抑郁；《子平真诠》忌神攻身）,《子平真诠》忌神攻身）
ys_205,年神煞,bazi,流年事业动,流年驿马——事业变动/奔波/异地发展,服务端流年神煞（bazi.liunian）→ 《三命通会》驿马主动,《三命通会》驿马主动
ys_206,年神煞,bazi,流年事业助,流年天乙贵人——贵人相助/逢凶化吉（求事有援，事业机遇）,流年天乙贵人主遇难有救、贵人扶持（《三命通会》天乙贵人为吉神第一）,《三命通会》天乙贵人
ys_207,年神煞,bazi,流年事业静,流年华盖——偏静思/技艺深耕（事业或转独立、技术/玄学方向，才华沉淀）,流年华盖主孤高玄学、内敛深耕（《三命通会》华盖）,《三命通会》华盖
ymar_115,年神煞,bazi,流年婚喜,流年红鸾——婚恋/姻缘喜庆（红鸾主婚喜）,服务端流年神煞（bazi.liunian）→ 《三命通会》红鸾主婚喜,《三命通会》红鸾主婚喜
ymar_116,年神煞,bazi,流年婚喜,流年天喜——婚庆/添丁喜,服务端流年神煞（bazi.liunian）→ 《协纪辨方书》天喜,《协纪辨方书》天喜
ymar_117,年神煞,bazi,流年婚恋,流年桃花——异性缘/情欲引动（单身者恋爱机会；已婚者防桃花劫/感情风波）,流年桃花主异性缘动（《渊海子平》桃花主情欲：红鸾主正缘、桃花主偏缘——已婚者防感情风波）,《渊海子平》桃花
yx_205,年神煞,bazi,流年学业变,流年驿马——学业变动/异地求学,服务端流年神煞（bazi.liunian）→ 《三命通会》驿马主动,《三命通会》驿马主动
ycai_110,年神煞,bazi,流年破财,流年大耗——破耗之年（财来财去/意外损耗，投资宜慎）,流年大耗主破耗损耗（《协纪辨方书》大耗；与丧门/吊客同列流年凶煞，破财以谨慎应）,《协纪辨方书》大耗
yj_203,年神煞,bazi,流年灾劫,流年劫煞——灾劫/血光/破财是非候选,服务端流年神煞（bazi.liunian）→ 《三命通会》劫煞主劫夺灾,《三命通会》劫煞主劫夺灾
yj_204,年神煞,bazi,流年灾劫,流年灾煞——灾祸/意外候选,服务端流年神煞（bazi.liunian）→ 《三命通会》灾煞主灾,《三命通会》灾煞主灾
yj_205,年神煞,bazi,流年羊刃,流年羊刃——刚烈/血光/意外候选,服务端流年神煞（bazi.liunian）→ 《三命通会》羊刃主刃伤,《三命通会》羊刃主刃伤
yj_209,年神煞,bazi,流年病灾,值年病符临命——病灾候选（病符主病）,引擎流年神煞（值年煞临命，《协纪辨方书》）→ 《协纪辨方书》病符主病,《协纪辨方书》病符主病
yj_210,年神煞,bazi,流年孝服,值年丧门临命——孝服/丧事候选,引擎流年神煞（值年煞临命，《协纪辨方书》）→ 《协纪辨方书》丧门主孝服,《协纪辨方书》丧门主孝服
yj_211,年神煞,bazi,流年孝服,值年吊客临命——吊丧/孝服候选,引擎流年神煞（值年煞临命，《协纪辨方书》）→ 《协纪辨方书》吊客主吊丧,《协纪辨方书》吊客主吊丧
jk_107,旺衰,bazi,健康,金旺：肺/鼻/皮肤 亢而脆（易肺疾/鼻炎/呼吸系）,金主肺，金旺过极则肺金燥、气机肃降太过（《黄帝内经》五行亢盛）,《黄帝内经》五行亢盛）
jk_109,旺衰,bazi,健康,土旺：脾/胃/肌肉 壅滞（易肠胃/湿重/肥胖）,土主脾，土旺过极则脾胃壅滞（《黄帝内经》五行亢盛）,《黄帝内经》五行亢盛）
jk_112,旺衰,bazi,健康,火弱（休囚）：心/血脉 偏弱（易心悸/心气不足/血虚）,火主心，火不得令则心气弱（《黄帝内经》五行休囚）,《黄帝内经》五行休囚）
jk_113,旺衰,bazi,健康,木弱（休囚）：肝/胆/筋 偏弱（易肝郁/筋伤/眼目）,木主肝，木不得令则肝气郁（《黄帝内经》五行休囚）,《黄帝内经》五行休囚）
jk_114,旺衰,bazi,健康,土弱（休囚）：脾/胃 偏弱（易脾胃虚/食欲差）,土主脾，土不得令则脾虚（《黄帝内经》）,《黄帝内经》）
jk_115,旺衰,bazi,健康,金弱（休囚）：肺/鼻/皮毛 偏弱（易肺虚/鼻炎/易感）,金主肺，金不得令则肺气弱（《黄帝内经》）,《黄帝内经》）
jk_116,旺衰,bazi,健康,水弱（休囚）：肾/耳/骨 偏弱（易肾虚/耳鸣/腰膝）,水主肾，水不得令则肾气虚（《黄帝内经》）,《黄帝内经》）
jk_201,旺衰,bazi,健康,木旺：①克土（脾胃/肌肉）②生火耗木（心/目）——不得只查一个方向,五行亢盛双向应病（《黄帝内经》）：木旺克土伤脾胃、木生火耗木伤心目（fangfa/wuxing-jiankang.md）,《黄帝内经》）：木旺克土伤脾胃、木生火耗木伤心目（fangfa/wuxing-jiankang.md）
jk_202,旺衰,bazi,健康,火旺：①克金（肺/皮毛/大肠）②生土耗火（脾胃/血）——双向应病,火旺克金伤肺、火生土耗火伤心血（《黄帝内经》；fangfa/wuxing-jiankang.md）,《黄帝内经》
jk_203,旺衰,bazi,健康,水旺：①克火（心/血管/小肠）②生木耗水（肾/骨/耳）——双向应病,水旺克火伤心、水生木耗水伤肾（《黄帝内经》；fangfa/wuxing-jiankang.md）,《黄帝内经》
xg_701,旺衰,bazi,性格,七杀透干+身弱 → 胆小压抑、内心压力大（非冲动——杀旺身弱受制）,七杀强度状态取象（《子平真诠》杀旺身弱受制；fangfa/fangfa/shishen.md 身强弱前置）,《子平真诠》杀旺身弱受制
xg_702a,旺衰,bazi,性格,知书达理、受庇护（印为用，身弱喜印）,印星身弱为用则受益（《子平真诠》印绶喜身弱；fangfa/shishen.md 身强弱取象）,《子平真诠》印绶喜身弱
xg_702b-not1,旺衰,bazi,性格,依赖保守（身强印忌才依赖）,印星身强为忌则依赖保守（《子平真诠》印绶忌身强；fangfa/shishen.md 身强弱取象）,《子平真诠》印绶喜身弱
xg_702b-not2,旺衰,bazi,性格,依赖保守（身强印忌才依赖）,印星身强为忌则依赖保守（《子平真诠》印绶忌身强；fangfa/shishen.md 身强弱取象）,《子平真诠》印绶喜身弱
cai_102,旺衰,bazi,财运,破财、无理财观念（财被劫）,财弱 + 比劫旺夺财 → 财来财去、难积蓄（0030，比劫夺财《滴天髓》）,《滴天髓》）
cai_104,旺衰,bazi,财运,财多身弱，富屋贫人（财难存）,身弱财旺 → 财多身不任，家财难守（《三命通会》富屋贫人）,《三命通会》富屋贫人）
cai_205,旺衰,bazi,财运,过手财（财多身弱 + 比劫夺财——钱来钱去难留）,财富层次（参考 mingli-skills phase6：过手财=财多身弱+比劫夺财）——cai_108 无蓄财之细化,《三命通会》富屋贫人：财多身弱而比劫夺财主过手财
shi_101,格局,bazi,事业档位,女命官星得地（夫星旺）+ 无食伤透（不事外职）——持家为主,女命官星得地（夫星旺）+ 无食伤透（不事外职）→ 持家为主（S4）,《女命赋》：女命官星得地而无食伤透干主持家（主妇）
ge_101,格局,bazi,格局,正官格成（官印相生）：贵气、公职/管理,正官透干有印护 → 官印相生，贵格（《子平真诠》官星佩印）,《子平真诠》官星佩印
ge_102,格局,bazi,格局,正官格（无印护）：贵而劳，需行运补,官星无印 → 贵而不稳（《子平真诠》官无印则假）,《子平真诠》官无印则假
ge_201,格局,bazi,格局,食神制杀格：杀有制化，贵而掌权,七杀有食神制 → 杀刃相济，武贵/管理（《子平真诠》食神制杀）,《子平真诠》食神制杀
ge_202,格局,bazi,格局,七杀无制：性刚多险，健康/官非倾向,七杀无制化 → 杀攻身，凶险（《子平真诠》七杀无制则凶）,《子平真诠》七杀无制则凶
ge_301,格局,bazi,格局,财格成（身强任财）：富格、财运好,正财透干 + 身强任财 → 富格（《子平真诠》财旺身强）,《子平真诠》财旺身强
ge_302,格局,bazi,格局,财多身弱：富屋贫人，财难守,财格身弱 → 财多身不任（《三命通会》富屋贫人）,《三命通会》富屋贫人
ge_401,格局,bazi,格局,印格成（印透有根）：文贵、学业好,印绶格透干 → 文星得地，学业/文职（《子平真诠》印绶主文）,《子平真诠》印绶主文
ge_501,格局,bazi,格局,食神格（吐秀）：才艺/福禄、口福好,食神吐秀 → 才艺福禄（《子平真诠》食神主福）,《子平真诠》食神主福
ge_601,格局,bazi,格局,伤官佩印格：才华横溢、聪明贵显,伤官佩印 → 才华得制，贵显（《子平真诠》伤官佩印）,《子平真诠》伤官佩印
ge_602,格局,bazi,格局,伤官无制：恃才傲物、口舌是非,伤官无印 → 才华外露招非（《子平真诠》伤官见官为祸百端）,《子平真诠》伤官见官为祸百端
ge_701,格局,bazi,格局,月令建禄（日主临官在月）——身强，喜财官泄制,月令为日主禄，身强喜财官（《子平真诠》建禄格）,《子平真诠》格局论
ge_702,格局,bazi,格局,月令羊刃（日主帝旺在月）——身极强，喜官杀制刃,月令为日主羊刃，身极强喜官杀制（《子平真诠》羊刃格）,《子平真诠》格局论
ge_703,格局,bazi,格局,弃命从财（财星极旺+日主无根）——主富,财极旺日主无根，弃命从财主富（《子平真诠》从财格）,《子平真诠》从化论
ge_704,格局,bazi,格局,弃命从杀（七杀极旺+日主无根）——主贵,杀极旺日主无根，弃命从杀主贵（《子平真诠》从杀格）,《子平真诠》从化论
ge_705,格局,bazi,格局,弃命从儿（食伤极旺+日主无根）——主才艺,食伤极旺日主无根，弃命从儿主才艺（《子平真诠》从儿格）,《子平真诠》从化论
ge_706,格局,bazi,格局,杀印相生（七杀旺+印星旺）——化杀为权，主贵,七杀旺印化杀，化杀为权主贵（《子平真诠》杀印相生格）,《子平真诠》格局论
ge_707,格局,bazi,格局,从旺格（印比成势+日主无官杀克制）——顺势而强,印比成势、官杀不能制身 → 从旺顺势（《滴天髓》顺局）,《滴天髓》顺局
ge_708,格局,bazi,格局,假从旺（从旺而有微根/微制）——势成未纯,从旺之势已成但余气微根未净 → 假从，行运去留定成败（《子平真诠》从化）,《子平真诠》从化论
ge_709,格局,bazi,格局,假从杀（杀势成而日主微根）——贵中有变,杀势成而日主微根 → 假从杀，运助杀则贵、扶身则逆（《子平真诠》从化）,《子平真诠》从化论
ge_710,格局,bazi,格局,假从财（财势成而日主微根）——富中有变,财势成而日主微根 → 假从财，运助财则富、帮身则劳（《子平真诠》从化）,《子平真诠》从化论
ge_711,格局,bazi,格局,假从儿（食伤成势而日主微根）——才艺有成但心身劳,食伤成势而日主微根 → 假从儿，泄秀有成但根基不纯（《子平真诠》从化）,《子平真诠》从化论
ge_801,格局,bazi,格局,偏财格：财气得月令，善机会财/经营财,偏财当值成格 → 机会财、经营财明显；身强善任，身弱须防财重身轻,《子平真诠》格局论
ge_802,格局,bazi,格局,偏印格：专业技艺/偏门学问有成,偏印当值成格 → 专业、技艺、宗教哲思偏门学问；见财破印则专长反复,《子平真诠》格局论
ge_803,格局,bazi,格局,杂格：月令藏干不入八格，取用须变通,月令比劫或藏干组合不入八格 → 以官杀制比劫、食伤泄秀、财星引化取用（《子平真诠》杂格）,《子平真诠》格局论
shi_107,用神,bazi,事业档位,官杀有力 + 官杀为用 + 非官印相生 + 非食伤旺——掌权之象,官杀有力 + 官杀为用（身强喜官杀制）+ 非官印相生 + 非食伤旺 → 掌权（S3，《滴天髓》用神为枢）；身弱官杀为忌者不掌权（0088 身弱走老板）、食伤旺者技术/老板（0050 稳定）,《滴天髓》用神为枢）
shi_110,用神,bazi,事业档位,食伤为用（泄秀）→ 以才华/技术立身，宜创意设计、专业技艺、咨询内容类,食伤为用 → 才华变现（《滴天髓》食伤泄秀）；shishen.md 伤官配印→技术/学术立身；身弱食伤泄秀（shi_103）为用则才学得展,《滴天髓》食伤泄秀
shi_111,用神,bazi,事业档位,比劫为用（帮身）→ 宜合伙协作、靠人脉/团队立足（比劫帮身抗杀，众助成事）,身弱比劫为用 → 比劫帮身抗杀（yongshen.md）；shishen.md 比劫主合伙/竞争——为用则得众力成事,《滴天髓》用神为枢
shi_112,用神,bazi,事业档位,身弱官杀为忌 → 不掌权、职场压力受制感强、易被压（回填 shi_107 依据：身弱官杀为忌者不掌权）；宜稳守求实，不宜强求晋升,身弱官杀为忌者不掌权（shi_107 依据原文；shishen.md：七杀身弱胆小怕事、正官身弱顺从压力）,《滴天髓》用神为枢
shi_113,用神,bazi,事业档位,身旺比劫为忌（无官杀）→ 竞争消耗、合伙易散、劳而少获；宜独自深耕、避合伙,身旺比劫为忌——比劫帮身者当身旺已足则夺财（shishen.md：比劫身强独立竞争好胜；wealth.md 比劫大运破财）,《滴天髓》用神为枢
jk_301,用神,bazi,健康,官杀攻身（官杀为忌）→ 外伤/手术/意外风险,官杀为忌攻身主外伤（《滴天髓》忌神为患；参考 mingli-skills phase6：官杀攻身→外伤手术意外）——官杀为用者不攻身,《滴天髓》忌神为患
jk_302,用神,bazi,健康,食伤过旺泄身（食伤为忌）→ 精力透支、身体虚,食伤为忌泄身主虚损（《滴天髓》；参考 mingli-skills phase6：食伤过旺→泄身体虚）——食伤为用者泄秀不虚,《滴天髓》
jk_303,用神,bazi,健康,印星过旺（印为忌）→ 代谢缓慢/肥胖/甲状腺问题,印为忌旺主代谢慢（《滴天髓》；参考 mingli-skills phase6：印星过旺→代谢缓慢/肥胖）——印为用者不生患,《滴天髓》
jk_304,用神,bazi,健康,比劫过旺（比劫为忌）→ 冲动致外伤/争斗,比劫为忌旺主冲动外伤（《滴天髓》；参考 mingli-skills phase6）——比劫为用者帮身不伤,《滴天髓》
jk_305,用神,bazi,健康,财星耗身（财为忌）→ 过度劳累/肾虚,财为忌耗身主劳累（《滴天髓》；参考 mingli-skills phase6：财星耗身→过度劳累/肾虚）——财为用者任财不耗,《滴天髓》
jk_306,用神,bazi,健康,食伤旺而为用 → 泄秀得宣，精力与思想活跃（食伤为用不虚耗）,食伤为用泄秀不虚——忌者泄身虚损，用者泄秀得宣（《滴天髓》用神为枢；同 jk_302 为忌对称）,《滴天髓》
jk_307,用神,bazi,健康,印星旺而为用 → 气机调和，滋养与思维俱足（印为用不郁结）,印为用不生患——忌者旺主代谢滞缓，用者气机调和（《滴天髓》用神为枢；同 jk_303 为忌对称）,《滴天髓》
jk_308,用神,bazi,健康,比劫旺而为用 → 体魄强健、精力旺盛（比劫为用帮身不伤）,比劫为用帮身不伤——忌者旺主冲动外伤，用者帮身强健（《滴天髓》用神为枢；同 jk_304 为忌对称）,《滴天髓》
jk_309,用神,bazi,健康,官杀有力而为用 → 不作攻身，反为压力化动力（官杀为用不攻身）,官杀为用不攻身——忌者攻身主外伤，用者克身有度反成约束自律（《滴天髓》用神为枢；同 jk_301 为忌对称）,《滴天髓》
jk_310,用神,bazi,健康,财星旺而为用 → 任财不耗，财为我用不损身（财为用者不耗）,财为用任财不耗——忌者耗身主劳累，用者任财自若（《滴天髓》用神为枢；同 jk_305 为忌对称）,《滴天髓》
hun_407,用神,bazi,婚姻质量,配偶星为用 + 得地 + 夫妻宫安静 + 无寡宿——配偶优秀且助益（寡宿主孤者婚缘迟——不判婚姻好）,星宫同参+喜忌（参考 mingli-skills phase6 6.3：配偶星为喜用+坐夫妻宫→上等婚姻；《滴天髓》用神为枢）,《滴天髓》用神为枢）
hun_408,用神,bazi,婚姻质量,配偶星为忌但得地——配偶条件一般但尚稳,星宫同参（参考 mingli-skills phase6：配偶星为忌+宫位安静→中等）,《三命通会》星宫同参：配偶星为忌而夫（妻）星得地主中等婚姻
hun_409,用神,bazi,婚姻质量,配偶星为忌 + 夫妻宫被冲——配偶不利且婚姻不稳,星宫同参（参考 mingli-skills phase6：配偶星为忌+宫位被冲→高危婚姻）,《三命通会》星宫同参：配偶星为忌而夫妻宫被冲主高危婚姻
xue_210,用神,bazi,学历层次,印星为用（身弱喜印）→ 印绶得用，学问有根（印为「补药」非「食古不化」）,身弱印为用 → 印星得力则学历高（study.md 核心原则：印为补药；《子平真诠》印绶喜身弱）——与身强印为忌（xue_208/209 印多主愚）互斥,《子平真诠》印绶喜身弱
cai_101-not1,用神,bazi,财运,财运顺畅、有积蓄,财为用（用神体系）+ 财透有根 → 财为我用，收入稳增（《滴天髓》用神为枢；0053）,《滴天髓》用神为枢
cai_101-not2,用神,bazi,财运,财运顺畅、有积蓄,财为用（用神体系）+ 财透有根 → 财为我用，收入稳增（《滴天髓》用神为枢；0053）,《滴天髓》用神为枢
cai_101-not3,用神,bazi,财运,财运顺畅、有积蓄,财为用（用神体系）+ 财透有根 → 财为我用，收入稳增（《滴天髓》用神为枢；0053）,《滴天髓》用神为枢
cai_101-not4,用神,bazi,财运,财运顺畅、有积蓄,财为用（用神体系）+ 财透有根 → 财为我用，收入稳增（《滴天髓》用神为枢；0053）,《滴天髓》用神为枢
cai_203,用神,bazi,财运,大富之象（财为用 + 财旺 + 官杀为用流通有情）,财富层次（参考 mingli-skills phase6：大富=身旺+财旺+官透流通——喜忌前提：财与官杀皆为用）,《滴天髓》财官论：财为用而财旺官杀为用主大富（流通有情）
cai_305,用神,bazi,财运,财星为忌神 → 见财即耗、求财辛苦，财为压力非财富；财星忌神旺相段防大额破耗,财为忌耗身主劳累、身弱不胜财（wealth.md：财多身弱漏财，破财最重段=财星忌神旺相段）；财为忌（富屋贫人）（factors.csv L137）,《滴天髓》用神为枢
shi_114,神煞,bazi,事业档位,羊刃入命 → 刚烈激进、竞争冲动，宜独当专精不宜合作分利（羊刃主争强）,羊刃主刚烈、争强（factors.csv 羊刃主刚烈）；career.md 羊刃冲财=经营负债——身旺羊刃主偏激竞争,《三命通会》羊刃论
jk_319,神煞,bazi,健康,羊刃入命 → 血光/手术/外伤倾向（羊刃主血刃，忌逢冲刑引动）,羊刃主血光之伤（《三命通会》羊刃论；career/dayun.md 羊刃冲刃=血光）；身强羊刃旺者主血光外伤,《三命通会》羊刃论
hun_211,神煞,bazi,婚姻状态,女命桃花（异性缘外情）、寡宿（婚姻孤独不利）——婚内外情，终至离异,女命桃花（异性缘外情）+ 寡宿（婚姻孤独不利）→ 婚内外情，终至离异（《三命通会》桃花煞主淫奔、寡宿主孤；0035 桃花+寡宿外遇离婚）,《三命通会》桃花煞主淫奔、寡宿主孤
hun_404,神煞,bazi,配偶特征,日支四桃花（子午卯酉）→ 配偶貌好/有能力/有魅力,四桃花日支主配偶相貌好（参考 mingli-skills phase6 6.3 配偶特征）,《三命通会》四桃花论：日支子午卯酉主配偶貌好有魅力
hun_405,神煞,bazi,配偶特征,日支四驿马（寅申巳亥）→ 配偶相貌中等但精明能干/善交际,四驿马日支主配偶能干（参考 mingli-skills phase6 6.3）,《三命通会》四驿马论：日支寅申巳亥主配偶精明能干
hun_406,神煞,bazi,配偶特征,日支四墓库（辰戌丑未）→ 配偶朴素务实/踏实肯干,四墓库日支主配偶踏实（参考 mingli-skills phase6 6.3）,《三命通会》四墓库论：日支辰戌丑未主配偶朴素务实
xg_301,神煞,bazi,宗教缘,华盖临命 → 有宗教/玄学/艺术缘，性喜独处、淡泊名利,华盖主孤高玄学（《三命通会》华盖）,《三命通会》华盖）
qy_101,神煞,bazi,迁移,驿马临命 → 人生多变动，有远行/搬迁/异地发展之象,驿马主动迁（《三命通会》）；0158 驿马搬迁厦门,《三命通会》）
sh_101,神煞,bazi,神煞,桃花临命：异性缘旺、风流多情（婚恋活跃）,咸池桃花主情缘风流（《渊海子平》桃花煞）,《渊海子平》桃花煞）
sh_104,神煞,bazi,神煞,羊刃临命：性格刚烈、性急胆大,羊刃主刚强暴烈、好勇（《渊海子平》羊刃）,《渊海子平》羊刃）
sh_105,神煞,bazi,神煞,孤辰寡宿：性情孤独、婚恋迟晚倾向,孤辰寡宿主孤寡（SKILL.md 禁断极端：只许断晚婚/缘迟）,《三命通会》孤辰寡宿：主性情孤独、婚恋迟晚倾向
sh_301,神煞,bazi,神煞,天乙贵人入命——遇难有救、贵人相助,天乙贵人为吉神第一，主遇难有救,《三命通会》神煞篇
sh_302,神煞,bazi,神煞,文昌入命——才学聪明、读书有利,文昌主才学，读书有利,《三命通会》神煞篇
sh_303,神煞,bazi,神煞,将星入命——权柄、统领之才,将星主权柄统领,《三命通会》神煞篇
sh_310,神煞,bazi,神煞,天德贵人入命——逢凶化吉，一生多贵人相助,天德贵人主一生无险无虑，遇事能逢凶化吉,《三命通会》天德贵人
sh_311,神煞,bazi,神煞,月德贵人入命——阴德厚重，凶险自然化解,月德贵人主阴德护佑，纵有凶煞亦可化解,《三命通会》月德贵人
sh_312,神煞,bazi,神煞,红鸾入命——婚姻喜事，正缘桃花,红鸾主婚姻喜庆，流年逢之利婚恋,《三命通会》红鸾天喜
sh_313,神煞,bazi,神煞,天喜入命——喜庆添丁，喜事临门,天喜主喜庆，添丁进口之喜,《三命通会》红鸾天喜
sh_314,神煞,bazi,神煞,血刃入命——注意血光外伤，手术之象,血刃主血光、手术、外伤，宜防意外,《三命通会》血刃
sh_315,神煞,bazi,神煞,元辰入命——耗散暗损，做事多波折,元辰主耗散暗损，做事多阻,《三命通会》元辰
sh_316,神煞,bazi,神煞,天赦入命——百事消灾，一生少牢狱之灾,天赦主赦免一切凶煞，百事消灾,《三命通会》天赦
cai_306,神煞,bazi,财运,羊刃临财/冲财 → 血光之财、财来暴破（横财必破，得之反伤身或破耗）,羊刃主刚烈、血光、破耗（career.md：羊刃冲财=经营负债）；羊刃劫财主财不由己（《渊海子平》羊刃论）,《渊海子平》羊刃论
zy_301,神煞,bazi,职业类型,孤辰寡宿 + 印重 + 华盖——殡葬/宗教/玄学类职业倾向（孤寡印重华盖主僧道殡葬之象；0138 入殓师）,孤寡+华盖+印重主玄学殡葬（《三命通会》孤寡华盖主孤高玄学）,《三命通会》孤寡华盖主孤高玄学
th_101,调候,bazi,调候,寒局无火：性内敛畏寒，事业晚成，健康畏寒湿,冬生无火调候 → 局寒（《穷通宝鉴》冬生喜火）,《穷通宝鉴》冬生喜火）
th_102,调候,bazi,调候,燥局无水：性急易燥，健康火亢,夏生无水调候 → 局燥（《穷通宝鉴》夏生喜水）,《穷通宝鉴》夏生喜水）
th_103,调候,bazi,调候,冬生：金水气重，性情沉稳（调候佐证）,亥子丑月生 → 寒凝（《穷通宝鉴》冬月论）,《穷通宝鉴》冬月论）
th_104,调候,bazi,调候,夏生：火土气燥，性情开朗（调候佐证）,巳午未月生 → 炎燥（《穷通宝鉴》夏月论）,《穷通宝鉴》夏月论）
th_201,调候,bazi,调候,春生缺火：木旺无火泄秀 → 怀才不遇，早年压抑（《穷通宝鉴》春木喜火）,穷通宝鉴调候：春木需火泄秀,《穷通宝鉴》调候：春生缺火（木旺无火泄秀）主怀才不遇
th_202,调候,bazi,调候,秋生缺火：金旺无火制炼 → 性刚欠圆融，事业需火炼（《穷通宝鉴》秋金喜火）,穷通宝鉴调候：秋金需火制炼,《穷通宝鉴》调候：秋生缺火（金旺无火制炼）主性刚
py_301,仆役,ziwei,人际,交友遇贵，朋友有助,紫微帝星，坐仆役宫主交友遇贵,《紫微斗数全书》仆役宫论
py_302,仆役,ziwei,人际,朋友聚散多，变动,天机多变，坐仆役宫主朋友聚散,《紫微斗数全书》仆役宫论
py_303,仆役,ziwei,人际,朋友开朗，朋友有助,太阳光明，坐仆役宫主朋友有助,《紫微斗数全书》仆役宫论
py_304,仆役,ziwei,人际,朋友刚强，朋友缘薄,武曲刚强，坐仆役宫主朋友缘薄,《紫微斗数全书》仆役宫论
py_305,仆役,ziwei,人际,朋友和睦，朋友有助,天同温和，坐仆役宫主朋友有助,《紫微斗数全书》仆役宫论
py_306,仆役,ziwei,人际,朋友多是非，防损友,廉贞桃花是非，坐仆役宫主防损友,《紫微斗数全书》仆役宫论
py_307,仆役,ziwei,人际,朋友稳重，朋友有靠,天府稳重，坐仆役宫主朋友有靠,《紫微斗数全书》仆役宫论
py_308,仆役,ziwei,人际,朋友温和，朋友缘好,太阴温柔，坐仆役宫主朋友缘好,《紫微斗数全书》仆役宫论
py_309,仆役,ziwei,人际,朋友多才，交际广,贪狼交际多才，坐仆役宫主交际广,《紫微斗数全书》仆役宫论
py_310,仆役,ziwei,人际,朋友多口舌，防是非,巨门口舌，坐仆役宫主防是非,《紫微斗数全书》仆役宫论
py_311,仆役,ziwei,人际,朋友端正，朋友有助,天相端正，坐仆役宫主朋友有助,《紫微斗数全书》仆役宫论
py_312,仆役,ziwei,人际,朋友有担当，朋友有靠,天梁荫星，坐仆役宫主朋友有靠,《紫微斗数全书》仆役宫论
py_313,仆役,ziwei,人际,朋友刚烈，朋友缘薄,七杀肃杀，坐仆役宫主朋友缘薄,《紫微斗数全书》仆役宫论
py_314,仆役,ziwei,人际,朋友多变，朋友缘薄,破军变动，坐仆役宫主朋友缘薄,《紫微斗数全书》仆役宫论
zw_501,仆役,ziwei,人际,仆役宫煞 → 朋友/下属助力少，防小人,仆役宫煞主交友不利（《紫微斗数全书》仆役宫论）,《紫微斗数全书》仆役宫论）
xd_301,兄弟,ziwei,兄弟,兄弟中有贵者，但紫微孤高，兄弟缘淡,紫微帝星孤高，坐兄弟宫主兄弟贵而缘淡,《紫微斗数全书》兄弟宫论
xd_302,兄弟,ziwei,兄弟,兄弟聚少离多，多变动,天机多变，坐兄弟宫主兄弟聚散,《紫微斗数全书》兄弟宫论
